Time: 00:54:11 | Score: 40 | WARNING
Time: 23:33:33 | Score: 40 | WARNING
Time: 23:33:33 | Score: 40 | WARNING
Time: 23:33:34 | Score: 40 | WARNING
Time: 23:33:34 | Score: 40 | WARNING
Time: 23:33:34 | Score: 40 | WARNING
Time: 23:33:34 | Score: 40 | WARNING
Time: 23:33:35 | Score: 40 | WARNING
Time: 23:33:35 | Score: 40 | WARNING
Time: 23:33:35 | Score: 40 | WARNING
Time: 23:33:35 | Score: 40 | WARNING
Time: 23:33:36 | Score: 40 | WARNING
Time: 23:33:36 | Score: 40 | WARNING
Time: 23:33:36 | Score: 40 | WARNING
Time: 23:33:37 | Score: 30 | WARNING
Time: 23:33:37 | Score: 30 | WARNING
Time: 23:33:38 | Score: 30 | WARNING
Time: 23:33:38 | Score: 30 | WARNING
Time: 23:33:38 | Score: 30 | WARNING
Time: 23:33:38 | Score: 30 | WARNING
Time: 23:33:39 | Score: 30 | WARNING
Time: 23:33:39 | Score: 30 | WARNING
Time: 23:33:39 | Score: 30 | WARNING
Time: 23:33:39 | Score: 30 | WARNING
Time: 23:33:40 | Score: 30 | WARNING
Time: 23:33:40 | Score: 30 | WARNING
Time: 23:33:40 | Score: 30 | WARNING
Time: 23:33:40 | Score: 30 | WARNING
Time: 23:33:42 | Score: 40 | WARNING
Time: 23:33:42 | Score: 40 | WARNING
Time: 23:33:49 | Score: 40 | WARNING
Time: 23:33:49 | Score: 40 | WARNING
Time: 23:33:50 | Score: 40 | WARNING
Time: 23:33:50 | Score: 40 | WARNING
Time: 23:33:50 | Score: 40 | WARNING
Time: 23:33:50 | Score: 40 | WARNING
Time: 23:33:51 | Score: 40 | WARNING
Time: 23:33:51 | Score: 40 | WARNING
Time: 23:33:51 | Score: 40 | WARNING
Time: 23:33:51 | Score: 40 | WARNING
Time: 23:33:52 | Score: 40 | WARNING
Time: 23:33:52 | Score: 40 | WARNING
Time: 23:33:52 | Score: 40 | WARNING
Time: 23:33:52 | Score: 40 | WARNING
Time: 23:33:52 | Score: 40 | WARNING
Time: 23:33:53 | Score: 40 | WARNING
Time: 23:33:53 | Score: 40 | WARNING
Time: 23:33:53 | Score: 40 | WARNING
Time: 23:33:53 | Score: 40 | WARNING
Time: 23:33:54 | Score: 40 | WARNING
Time: 23:33:54 | Score: 40 | WARNING
Time: 23:33:54 | Score: 40 | WARNING
Time: 23:33:54 | Score: 40 | WARNING
Time: 23:33:55 | Score: 40 | WARNING
Time: 23:34:00 | Score: 30 | WARNING
Time: 23:34:01 | Score: 30 | WARNING
Time: 23:34:01 | Score: 30 | WARNING
Time: 23:34:01 | Score: 30 | WARNING
Time: 23:34:48 | Score: 40 | WARNING
Time: 23:34:48 | Score: 40 | WARNING
Time: 23:34:48 | Score: 40 | WARNING
Time: 23:34:49 | Score: 40 | WARNING
Time: 23:34:49 | Score: 40 | WARNING
Time: 23:34:49 | Score: 40 | WARNING
Time: 23:34:49 | Score: 40 | WARNING
Time: 23:35:23 | Score: 30 | WARNING
Time: 23:35:24 | Score: 30 | WARNING
Time: 23:35:25 | Score: 30 | WARNING
Time: 23:35:26 | Score: 30 | WARNING
Time: 23:35:27 | Score: 30 | WARNING
Time: 23:35:27 | Score: 30 | WARNING
Time: 23:35:28 | Score: 30 | WARNING
Time: 23:35:29 | Score: 30 | WARNING
Time: 23:35:30 | Score: 30 | WARNING
Time: 23:35:33 | Score: 30 | WARNING
Time: 23:35:33 | Score: 30 | WARNING
Time: 23:35:34 | Score: 30 | WARNING
Time: 23:35:34 | Score: 30 | WARNING
Time: 23:35:34 | Score: 30 | WARNING
Time: 23:35:34 | Score: 30 | WARNING
Time: 23:35:35 | Score: 30 | WARNING
Time: 23:35:35 | Score: 30 | WARNING
Time: 23:35:35 | Score: 30 | WARNING
Time: 23:35:35 | Score: 30 | WARNING
Time: 23:35:35 | Score: 30 | WARNING
Time: 23:35:36 | Score: 30 | WARNING
Time: 23:35:36 | Score: 30 | WARNING
Time: 23:35:36 | Score: 30 | WARNING
Time: 23:35:36 | Score: 30 | WARNING
Time: 23:35:37 | Score: 30 | WARNING
Time: 23:35:37 | Score: 30 | WARNING
Time: 23:37:29 | Score: 40 | WARNING
Time: 23:37:29 | Score: 40 | WARNING
Time: 23:37:29 | Score: 40 | WARNING
Time: 23:37:29 | Score: 40 | WARNING
Time: 23:37:30 | Score: 40 | WARNING
Time: 23:37:30 | Score: 40 | WARNING
Time: 23:37:30 | Score: 40 | WARNING
Time: 23:37:30 | Score: 40 | WARNING
Time: 23:37:30 | Score: 40 | WARNING
Time: 23:37:34 | Score: 40 | WARNING
Time: 23:37:35 | Score: 40 | WARNING
Time: 23:37:35 | Score: 40 | WARNING
Time: 23:37:35 | Score: 40 | WARNING
Time: 23:37:35 | Score: 40 | WARNING
Time: 23:37:35 | Score: 40 | WARNING
Time: 23:37:35 | Score: 40 | WARNING
Time: 23:37:43 | Score: 30 | WARNING
Time: 23:37:44 | Score: 30 | WARNING
Time: 23:37:45 | Score: 30 | WARNING
Time: 23:37:46 | Score: 30 | WARNING
Time: 23:37:46 | Score: 30 | WARNING
Time: 23:37:47 | Score: 30 | WARNING
Time: 23:37:47 | Score: 30 | WARNING
Time: 23:37:47 | Score: 30 | WARNING
Time: 23:37:47 | Score: 30 | WARNING
Time: 23:37:48 | Score: 30 | WARNING
Time: 23:37:48 | Score: 30 | WARNING
Time: 23:37:48 | Score: 30 | WARNING
Time: 23:37:48 | Score: 30 | WARNING
Time: 23:37:49 | Score: 30 | WARNING
Time: 23:37:49 | Score: 30 | WARNING
Time: 23:37:49 | Score: 30 | WARNING
Time: 23:37:49 | Score: 30 | WARNING
Time: 23:37:50 | Score: 30 | WARNING
Time: 23:37:50 | Score: 30 | WARNING
Time: 23:37:50 | Score: 30 | WARNING
Time: 23:37:50 | Score: 30 | WARNING
Time: 23:37:51 | Score: 30 | WARNING
Time: 23:37:51 | Score: 30 | WARNING
Time: 23:37:51 | Score: 30 | WARNING
Time: 23:37:52 | Score: 30 | WARNING
Time: 23:37:52 | Score: 30 | WARNING
Time: 23:37:52 | Score: 30 | WARNING
Time: 23:37:52 | Score: 30 | WARNING
Time: 23:37:53 | Score: 30 | WARNING
Time: 23:37:53 | Score: 30 | WARNING
Time: 23:37:53 | Score: 30 | WARNING
Time: 23:37:53 | Score: 30 | WARNING
Time: 23:37:54 | Score: 30 | WARNING
Time: 23:37:54 | Score: 30 | WARNING
Time: 23:37:54 | Score: 30 | WARNING
Time: 23:37:54 | Score: 30 | WARNING
Time: 23:37:54 | Score: 30 | WARNING
Time: 23:37:55 | Score: 30 | WARNING
Time: 23:38:21 | Score: 30 | WARNING
Time: 23:38:21 | Score: 30 | WARNING
Time: 23:38:21 | Score: 30 | WARNING
Time: 23:38:21 | Score: 30 | WARNING
Time: 23:38:22 | Score: 30 | WARNING
Time: 23:38:22 | Score: 30 | WARNING
Time: 23:38:22 | Score: 30 | WARNING
Time: 23:38:22 | Score: 30 | WARNING
Time: 23:38:23 | Score: 30 | WARNING
Time: 23:38:23 | Score: 30 | WARNING
Time: 23:50:01 | Score: 40 | WARNING
Time: 23:50:01 | Score: 40 | WARNING
Time: 23:50:02 | Score: 40 | WARNING
Time: 23:50:02 | Score: 40 | WARNING
Time: 23:50:02 | Score: 40 | WARNING
Time: 23:50:02 | Score: 40 | WARNING
Time: 23:50:05 | Score: 40 | WARNING
Time: 23:50:05 | Score: 40 | WARNING
Time: 23:50:05 | Score: 40 | WARNING
Time: 23:50:05 | Score: 40 | WARNING
Time: 23:50:05 | Score: 40 | WARNING
Time: 23:50:05 | Score: 40 | WARNING
Time: 23:50:05 | Score: 40 | WARNING
Time: 23:50:06 | Score: 40 | WARNING
Time: 23:50:06 | Score: 40 | WARNING
Time: 23:50:06 | Score: 40 | WARNING
Time: 23:50:09 | Score: 40 | WARNING
Time: 23:50:09 | Score: 40 | WARNING
Time: 23:50:09 | Score: 40 | WARNING
Time: 23:50:09 | Score: 40 | WARNING
Time: 23:50:09 | Score: 40 | WARNING
Time: 23:50:09 | Score: 40 | WARNING
Time: 23:50:09 | Score: 40 | WARNING
Time: 23:50:09 | Score: 40 | WARNING
Time: 23:50:10 | Score: 40 | WARNING
Time: 23:50:10 | Score: 40 | WARNING
Time: 23:50:10 | Score: 40 | WARNING
Time: 23:50:10 | Score: 40 | WARNING
Time: 23:50:10 | Score: 40 | WARNING
Time: 23:50:17 | Score: 30 | WARNING
Time: 23:50:17 | Score: 30 | WARNING
Time: 23:50:17 | Score: 30 | WARNING
Time: 23:50:17 | Score: 30 | WARNING
Time: 23:50:17 | Score: 30 | WARNING
Time: 23:50:17 | Score: 30 | WARNING
Time: 23:50:18 | Score: 30 | WARNING
Time: 23:50:18 | Score: 30 | WARNING
Time: 23:50:18 | Score: 30 | WARNING
Time: 23:50:18 | Score: 30 | WARNING
Time: 23:50:18 | Score: 30 | WARNING
Time: 23:50:18 | Score: 30 | WARNING
Time: 23:50:18 | Score: 30 | WARNING
Time: 23:50:22 | Score: 30 | WARNING
Time: 23:50:27 | Score: 30 | WARNING
Time: 23:50:27 | Score: 30 | WARNING
Time: 23:50:27 | Score: 30 | WARNING
Time: 23:50:39 | Score: 30 | WARNING
Time: 23:50:39 | Score: 30 | WARNING
Time: 23:50:46 | Score: 40 | WARNING
Time: 23:50:46 | Score: 40 | WARNING
Time: 23:50:46 | Score: 40 | WARNING
Time: 23:50:46 | Score: 40 | WARNING
Time: 23:50:46 | Score: 40 | WARNING
Time: 23:50:47 | Score: 40 | WARNING
Time: 23:50:47 | Score: 40 | WARNING
Time: 23:50:47 | Score: 40 | WARNING
Time: 23:50:47 | Score: 40 | WARNING
Time: 23:53:10 | Score: 30 | WARNING
Time: 23:53:10 | Score: 30 | WARNING
Time: 23:53:10 | Score: 30 | WARNING
Time: 23:53:10 | Score: 30 | WARNING
Time: 23:53:10 | Score: 30 | WARNING
Time: 23:53:10 | Score: 30 | WARNING
Time: 23:53:10 | Score: 30 | WARNING
Time: 23:53:11 | Score: 30 | WARNING
Time: 23:53:11 | Score: 30 | WARNING
Time: 23:53:11 | Score: 30 | WARNING
Time: 23:53:11 | Score: 30 | WARNING
Time: 23:53:11 | Score: 30 | WARNING
Time: 23:53:11 | Score: 30 | WARNING
Time: 23:53:11 | Score: 30 | WARNING
Time: 23:53:12 | Score: 30 | WARNING
Time: 23:53:12 | Score: 30 | WARNING
Time: 23:53:12 | Score: 30 | WARNING
Time: 23:53:12 | Score: 30 | WARNING
Time: 23:53:12 | Score: 30 | WARNING
Time: 23:53:12 | Score: 30 | WARNING
Time: 23:53:12 | Score: 30 | WARNING
Time: 23:53:12 | Score: 30 | WARNING
Time: 23:53:13 | Score: 40 | WARNING
Time: 23:53:14 | Score: 40 | WARNING
Time: 23:53:14 | Score: 40 | WARNING
Time: 23:53:14 | Score: 40 | WARNING
Time: 23:53:14 | Score: 40 | WARNING
Time: 23:53:14 | Score: 40 | WARNING
Time: 23:53:14 | Score: 40 | WARNING
Time: 23:53:15 | Score: 40 | WARNING
Time: 23:53:15 | Score: 40 | WARNING
Time: 23:53:15 | Score: 40 | WARNING
Time: 23:53:15 | Score: 40 | WARNING
Time: 23:53:15 | Score: 40 | WARNING
Time: 23:53:15 | Score: 40 | WARNING
Time: 23:53:15 | Score: 40 | WARNING
Time: 23:53:16 | Score: 40 | WARNING
Time: 23:53:20 | Score: 40 | WARNING
Time: 23:53:22 | Score: 30 | WARNING
Time: 23:53:22 | Score: 30 | WARNING
Time: 23:53:22 | Score: 30 | WARNING
Time: 23:53:22 | Score: 30 | WARNING
Time: 23:53:22 | Score: 30 | WARNING
Time: 23:53:22 | Score: 30 | WARNING
Time: 23:53:23 | Score: 30 | WARNING
Time: 23:53:23 | Score: 30 | WARNING
Time: 23:53:23 | Score: 30 | WARNING
Time: 23:53:26 | Score: 30 | WARNING
Time: 23:53:26 | Score: 30 | WARNING
Time: 23:53:26 | Score: 30 | WARNING
Time: 23:53:27 | Score: 30 | WARNING
Time: 23:53:27 | Score: 30 | WARNING
Time: 23:53:27 | Score: 30 | WARNING
Time: 23:53:27 | Score: 30 | WARNING
Time: 23:53:31 | Score: 30 | WARNING
Time: 23:53:31 | Score: 30 | WARNING
Time: 23:53:31 | Score: 30 | WARNING
Time: 23:53:31 | Score: 30 | WARNING
Time: 23:53:31 | Score: 30 | WARNING
Time: 23:53:31 | Score: 30 | WARNING
Time: 23:53:35 | Score: 30 | WARNING
Time: 23:53:35 | Score: 30 | WARNING
Time: 23:53:35 | Score: 30 | WARNING
Time: 23:53:35 | Score: 30 | WARNING
Time: 23:53:35 | Score: 30 | WARNING
Time: 23:53:35 | Score: 30 | WARNING
Time: 23:53:36 | Score: 30 | WARNING
Time: 23:53:36 | Score: 30 | WARNING
Time: 23:53:36 | Score: 30 | WARNING
Time: 23:53:39 | Score: 30 | WARNING
Time: 23:53:39 | Score: 30 | WARNING
Time: 23:53:40 | Score: 30 | WARNING
Time: 23:53:40 | Score: 30 | WARNING
Time: 23:53:40 | Score: 30 | WARNING
Time: 23:53:40 | Score: 30 | WARNING
Time: 23:53:40 | Score: 30 | WARNING
Time: 23:53:45 | Score: 40 | WARNING
Time: 23:53:45 | Score: 40 | WARNING
Time: 23:53:45 | Score: 40 | WARNING
Time: 23:53:45 | Score: 40 | WARNING
Time: 23:53:45 | Score: 40 | WARNING
Time: 23:53:46 | Score: 40 | WARNING
Time: 23:53:46 | Score: 40 | WARNING
Time: 23:53:46 | Score: 40 | WARNING
Time: 23:53:46 | Score: 40 | WARNING
Time: 23:53:46 | Score: 40 | WARNING
Time: 23:53:46 | Score: 40 | WARNING
Time: 23:53:47 | Score: 40 | WARNING
Time: 23:53:47 | Score: 40 | WARNING
Time: 23:53:47 | Score: 40 | WARNING
Time: 23:53:47 | Score: 40 | WARNING
Time: 23:53:47 | Score: 40 | WARNING
Time: 23:53:47 | Score: 40 | WARNING
Time: 23:53:47 | Score: 40 | WARNING
Time: 23:53:48 | Score: 40 | WARNING
Time: 23:53:48 | Score: 40 | WARNING
Time: 23:53:48 | Score: 40 | WARNING
Time: 23:53:48 | Score: 40 | WARNING
Time: 23:53:48 | Score: 40 | WARNING
Time: 23:53:48 | Score: 40 | WARNING
Time: 23:53:49 | Score: 40 | WARNING
Time: 23:53:49 | Score: 40 | WARNING
Time: 23:53:49 | Score: 40 | WARNING
Time: 23:53:49 | Score: 40 | WARNING
Time: 23:53:49 | Score: 40 | WARNING
Time: 23:53:49 | Score: 40 | WARNING
Time: 23:53:50 | Score: 40 | WARNING
Time: 23:53:50 | Score: 40 | WARNING
Time: 23:53:50 | Score: 40 | WARNING
Time: 23:53:50 | Score: 40 | WARNING
Time: 23:53:50 | Score: 40 | WARNING
Time: 23:53:50 | Score: 40 | WARNING
Time: 23:53:50 | Score: 40 | WARNING
Time: 23:53:51 | Score: 40 | WARNING
Time: 23:53:51 | Score: 40 | WARNING
Time: 23:53:51 | Score: 40 | WARNING
Time: 23:54:06 | Score: 30 | WARNING
Time: 23:54:06 | Score: 30 | WARNING
Time: 23:54:06 | Score: 30 | WARNING
Time: 23:54:06 | Score: 30 | WARNING
Time: 23:54:06 | Score: 30 | WARNING
Time: 23:54:06 | Score: 30 | WARNING
Time: 23:54:06 | Score: 30 | WARNING
Time: 23:54:07 | Score: 30 | WARNING
Time: 23:54:07 | Score: 30 | WARNING
Time: 23:54:07 | Score: 30 | WARNING
Time: 23:54:07 | Score: 30 | WARNING
Time: 23:54:07 | Score: 30 | WARNING
Time: 23:54:07 | Score: 30 | WARNING
Time: 23:54:10 | Score: 30 | WARNING
Time: 23:54:10 | Score: 30 | WARNING
Time: 23:54:10 | Score: 30 | WARNING
Time: 23:54:11 | Score: 30 | WARNING
Time: 23:54:11 | Score: 30 | WARNING
Time: 23:54:13 | Score: 30 | WARNING
Time: 23:54:13 | Score: 30 | WARNING
Time: 23:54:13 | Score: 70 | CRITICAL ALERT
Time: 23:54:13 | Score: 70 | CRITICAL ALERT
Time: 23:54:14 | Score: 70 | CRITICAL ALERT
Time: 23:54:14 | Score: 40 | WARNING
Time: 23:54:14 | Score: 40 | WARNING
Time: 23:54:14 | Score: 40 | WARNING
Time: 23:54:14 | Score: 40 | WARNING
Time: 23:54:14 | Score: 40 | WARNING
Time: 23:54:15 | Score: 40 | WARNING
Time: 23:54:15 | Score: 40 | WARNING
Time: 23:54:15 | Score: 40 | WARNING
Time: 23:54:15 | Score: 40 | WARNING
Time: 23:54:15 | Score: 40 | WARNING
Time: 23:54:15 | Score: 40 | WARNING
Time: 23:54:15 | Score: 40 | WARNING
Time: 23:54:16 | Score: 40 | WARNING
Time: 23:54:16 | Score: 40 | WARNING
Time: 23:54:16 | Score: 40 | WARNING
Time: 23:54:16 | Score: 40 | WARNING
Time: 23:54:16 | Score: 40 | WARNING
Time: 23:54:16 | Score: 40 | WARNING
Time: 23:54:17 | Score: 40 | WARNING
Time: 23:54:17 | Score: 40 | WARNING
Time: 23:54:17 | Score: 30 | WARNING
Time: 23:54:35 | Score: 30 | WARNING
Time: 23:54:36 | Score: 30 | WARNING
Time: 23:54:36 | Score: 30 | WARNING
Time: 23:54:36 | Score: 30 | WARNING
Time: 23:54:36 | Score: 30 | WARNING
Time: 23:54:36 | Score: 30 | WARNING
Time: 23:54:36 | Score: 30 | WARNING
Time: 23:54:37 | Score: 30 | WARNING
Time: 23:54:37 | Score: 30 | WARNING
Time: 23:54:37 | Score: 30 | WARNING
Time: 23:54:37 | Score: 30 | WARNING
Time: 23:54:37 | Score: 30 | WARNING
Time: 23:54:37 | Score: 30 | WARNING
Time: 23:54:38 | Score: 30 | WARNING
Time: 23:54:38 | Score: 30 | WARNING
Time: 23:54:38 | Score: 30 | WARNING
Time: 23:54:38 | Score: 30 | WARNING
Time: 23:54:38 | Score: 30 | WARNING
Time: 23:54:38 | Score: 30 | WARNING
Time: 23:54:39 | Score: 30 | WARNING
Time: 23:54:39 | Score: 30 | WARNING
Time: 23:54:39 | Score: 30 | WARNING
Time: 23:54:39 | Score: 30 | WARNING
Time: 23:54:39 | Score: 30 | WARNING
Time: 23:54:39 | Score: 30 | WARNING
Time: 23:54:40 | Score: 30 | WARNING
Time: 23:54:40 | Score: 30 | WARNING
Time: 23:54:40 | Score: 30 | WARNING
Time: 23:54:47 | Score: 30 | WARNING
Time: 23:54:47 | Score: 30 | WARNING
Time: 23:54:47 | Score: 30 | WARNING
Time: 23:54:47 | Score: 30 | WARNING
Time: 23:54:48 | Score: 30 | WARNING
Time: 23:54:52 | Score: 30 | WARNING
Time: 23:54:52 | Score: 30 | WARNING
Time: 23:54:53 | Score: 30 | WARNING
Time: 23:54:53 | Score: 30 | WARNING
Time: 23:54:53 | Score: 30 | WARNING
Time: 23:54:53 | Score: 30 | WARNING
Time: 23:54:53 | Score: 30 | WARNING
Time: 23:54:53 | Score: 30 | WARNING
Time: 23:55:44 | Score: 30 | WARNING
Time: 23:55:44 | Score: 30 | WARNING
Time: 23:55:44 | Score: 30 | WARNING
Time: 23:55:44 | Score: 30 | WARNING
Time: 23:55:45 | Score: 30 | WARNING
Time: 23:55:45 | Score: 30 | WARNING
Time: 23:55:47 | Score: 30 | WARNING
Time: 23:55:48 | Score: 30 | WARNING
Time: 23:55:48 | Score: 30 | WARNING
Time: 23:55:48 | Score: 30 | WARNING
Time: 23:55:48 | Score: 30 | WARNING
Time: 23:55:51 | Score: 40 | WARNING
Time: 23:55:51 | Score: 40 | WARNING
Time: 23:55:51 | Score: 40 | WARNING
Time: 23:55:51 | Score: 40 | WARNING
Time: 23:55:51 | Score: 40 | WARNING
Time: 23:55:52 | Score: 40 | WARNING
Time: 23:55:52 | Score: 40 | WARNING
Time: 23:55:52 | Score: 40 | WARNING
Time: 23:55:52 | Score: 40 | WARNING
Time: 23:55:59 | Score: 30 | WARNING
Time: 23:55:59 | Score: 30 | WARNING
Time: 23:55:59 | Score: 30 | WARNING
Time: 23:55:59 | Score: 30 | WARNING
Time: 23:55:59 | Score: 30 | WARNING
Time: 23:56:04 | Score: 30 | WARNING
Time: 23:56:04 | Score: 30 | WARNING
Time: 23:56:04 | Score: 30 | WARNING
Time: 23:56:04 | Score: 30 | WARNING
Time: 23:56:04 | Score: 30 | WARNING
Time: 23:56:09 | Score: 30 | WARNING
Time: 23:56:09 | Score: 30 | WARNING
Time: 23:56:09 | Score: 30 | WARNING
Time: 23:56:10 | Score: 30 | WARNING
Time: 23:56:10 | Score: 30 | WARNING
Time: 23:56:10 | Score: 30 | WARNING
Time: 23:56:14 | Score: 40 | WARNING
Time: 23:56:14 | Score: 40 | WARNING
Time: 23:56:14 | Score: 40 | WARNING
Time: 23:56:14 | Score: 40 | WARNING
Time: 23:56:14 | Score: 40 | WARNING
Time: 23:56:14 | Score: 40 | WARNING
Time: 23:56:15 | Score: 40 | WARNING
Time: 23:56:17 | Score: 40 | WARNING
Time: 23:56:18 | Score: 40 | WARNING
Time: 23:56:21 | Score: 30 | WARNING
Time: 23:56:21 | Score: 30 | WARNING
Time: 23:56:21 | Score: 30 | WARNING
Time: 23:56:21 | Score: 30 | WARNING
Time: 23:56:21 | Score: 30 | WARNING
Time: 23:56:22 | Score: 30 | WARNING
Time: 23:56:22 | Score: 30 | WARNING
Time: 23:56:22 | Score: 30 | WARNING
Time: 23:56:22 | Score: 30 | WARNING
Time: 23:58:35 | Score: 40 | WARNING
Time: 23:58:35 | Score: 40 | WARNING
Time: 23:58:35 | Score: 40 | WARNING
Time: 23:58:35 | Score: 40 | WARNING
Time: 23:58:35 | Score: 40 | WARNING
Time: 23:58:36 | Score: 40 | WARNING
Time: 23:58:36 | Score: 40 | WARNING
Time: 23:58:36 | Score: 40 | WARNING
Time: 23:58:36 | Score: 40 | WARNING
Time: 23:58:36 | Score: 40 | WARNING
Time: 23:58:36 | Score: 40 | WARNING
Time: 23:58:36 | Score: 40 | WARNING
Time: 23:58:37 | Score: 40 | WARNING
Time: 23:58:37 | Score: 40 | WARNING
Time: 23:58:37 | Score: 40 | WARNING
Time: 23:58:37 | Score: 40 | WARNING
Time: 23:58:37 | Score: 40 | WARNING
Time: 23:58:40 | Score: 40 | WARNING
Time: 23:58:40 | Score: 40 | WARNING
Time: 23:58:40 | Score: 40 | WARNING
Time: 23:58:41 | Score: 40 | WARNING
Time: 23:58:41 | Score: 40 | WARNING
Time: 23:58:41 | Score: 40 | WARNING
Time: 23:58:41 | Score: 40 | WARNING
Time: 23:58:41 | Score: 40 | WARNING
Time: 23:58:46 | Score: 30 | WARNING
Time: 23:58:51 | Score: 30 | WARNING
Time: 23:58:51 | Score: 30 | WARNING
Time: 23:58:51 | Score: 30 | WARNING
Time: 23:58:51 | Score: 30 | WARNING
Time: 23:58:51 | Score: 30 | WARNING
Time: 23:58:51 | Score: 30 | WARNING
Time: 23:58:52 | Score: 30 | WARNING
Time: 23:58:52 | Score: 30 | WARNING
Time: 23:58:52 | Score: 30 | WARNING
Time: 23:58:52 | Score: 30 | WARNING
Time: 23:58:52 | Score: 30 | WARNING
Time: 23:58:57 | Score: 30 | WARNING
Time: 23:58:57 | Score: 30 | WARNING
Time: 23:58:57 | Score: 30 | WARNING
Time: 23:58:57 | Score: 30 | WARNING
Time: 23:58:57 | Score: 30 | WARNING
Time: 23:58:58 | Score: 30 | WARNING
Time: 23:58:58 | Score: 30 | WARNING
Time: 23:58:58 | Score: 30 | WARNING
Time: 23:58:58 | Score: 30 | WARNING
Time: 23:58:58 | Score: 30 | WARNING
Time: 23:58:58 | Score: 30 | WARNING
Time: 23:58:59 | Score: 30 | WARNING
Time: 23:59:02 | Score: 30 | WARNING
Time: 23:59:02 | Score: 30 | WARNING
Time: 23:59:02 | Score: 30 | WARNING
Time: 23:59:03 | Score: 30 | WARNING
Time: 23:59:03 | Score: 30 | WARNING
Time: 23:59:03 | Score: 30 | WARNING
Time: 23:59:03 | Score: 30 | WARNING
Time: 23:59:03 | Score: 30 | WARNING
Time: 23:59:03 | Score: 30 | WARNING
Time: 23:59:04 | Score: 30 | WARNING
Time: 23:59:04 | Score: 30 | WARNING
Time: 23:59:17 | Score: 40 | WARNING
Time: 23:59:17 | Score: 40 | WARNING
Time: 23:59:17 | Score: 40 | WARNING
Time: 23:59:17 | Score: 40 | WARNING
Time: 23:59:17 | Score: 40 | WARNING
Time: 23:59:18 | Score: 40 | WARNING
Time: 23:59:28 | Score: 30 | WARNING
Time: 23:59:29 | Score: 30 | WARNING
Time: 23:59:29 | Score: 30 | WARNING
Time: 23:59:29 | Score: 30 | WARNING
Time: 23:59:29 | Score: 30 | WARNING
Time: 23:59:29 | Score: 30 | WARNING
Time: 23:59:29 | Score: 30 | WARNING
Time: 23:59:30 | Score: 30 | WARNING
Time: 23:59:30 | Score: 30 | WARNING
Time: 23:59:30 | Score: 30 | WARNING
Time: 23:59:30 | Score: 30 | WARNING
Time: 23:59:30 | Score: 30 | WARNING
Time: 23:59:30 | Score: 30 | WARNING
Time: 23:59:31 | Score: 30 | WARNING
Time: 23:59:31 | Score: 30 | WARNING
Time: 23:59:31 | Score: 30 | WARNING
Time: 23:59:31 | Score: 30 | WARNING
Time: 23:59:31 | Score: 30 | WARNING
Time: 23:59:31 | Score: 30 | WARNING
Time: 23:59:32 | Score: 30 | WARNING
Time: 23:59:32 | Score: 30 | WARNING
Time: 23:59:32 | Score: 30 | WARNING
Time: 23:59:40 | Score: 30 | WARNING
Time: 23:59:40 | Score: 30 | WARNING
Time: 23:59:40 | Score: 30 | WARNING
Time: 23:59:40 | Score: 30 | WARNING
Time: 23:59:41 | Score: 30 | WARNING
Time: 23:59:41 | Score: 30 | WARNING
Time: 00:01:08 | Score: 30 | WARNING
Time: 00:08:45 | Score: 30 | WARNING
Time: 00:08:46 | Score: 30 | WARNING
Time: 00:08:47 | Score: 30 | WARNING
Time: 00:08:48 | Score: 30 | WARNING
Time: 00:08:49 | Score: 30 | WARNING
Time: 00:08:50 | Score: 30 | WARNING
Time: 00:08:51 | Score: 30 | WARNING
Time: 00:08:55 | Score: 30 | WARNING
Time: 00:08:56 | Score: 30 | WARNING
Time: 00:08:56 | Score: 30 | WARNING
Time: 00:08:57 | Score: 30 | WARNING
Time: 00:09:02 | Score: 30 | WARNING
Time: 00:09:03 | Score: 30 | WARNING
Time: 00:09:04 | Score: 30 | WARNING
Time: 00:09:05 | Score: 30 | WARNING
Time: 00:09:05 | Score: 30 | WARNING
Time: 00:09:06 | Score: 30 | WARNING
Time: 00:15:08 | Score: 30 | WARNING
Time: 00:15:08 | Score: 30 | WARNING
Time: 00:15:09 | Score: 30 | WARNING
Time: 00:15:09 | Score: 30 | WARNING
Time: 00:15:09 | Score: 30 | WARNING
Time: 00:15:09 | Score: 30 | WARNING
Time: 00:15:09 | Score: 30 | WARNING
Time: 00:15:10 | Score: 30 | WARNING
Time: 00:15:10 | Score: 30 | WARNING
Time: 00:15:10 | Score: 30 | WARNING
Time: 00:15:10 | Score: 30 | WARNING
Time: 00:15:10 | Score: 30 | WARNING
Time: 00:15:11 | Score: 30 | WARNING
Time: 00:15:11 | Score: 30 | WARNING
Time: 00:15:11 | Score: 30 | WARNING
Time: 00:15:11 | Score: 30 | WARNING
Time: 00:15:13 | Score: 30 | WARNING
Time: 00:15:13 | Score: 30 | WARNING
Time: 00:15:13 | Score: 30 | WARNING
Time: 00:15:13 | Score: 30 | WARNING
Time: 00:15:13 | Score: 30 | WARNING
Time: 00:15:14 | Score: 30 | WARNING
Time: 00:15:14 | Score: 30 | WARNING
Time: 00:15:14 | Score: 30 | WARNING
Time: 00:15:14 | Score: 30 | WARNING
Time: 00:15:14 | Score: 30 | WARNING
Time: 00:15:14 | Score: 30 | WARNING
Time: 00:15:14 | Score: 30 | WARNING
